customerID;gender;Partner;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;PaperlessBilling
4701-AHWMW;Male;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Yes
8317-BVKSO;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
5702-KVQRD;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes
0083-PIVIK;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No
9210-IAHGH;Female;No;Yes;DSL;No;No;No;Yes;Yes;Yes;Yes
6169-PGNCD;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Yes
0023-XUOPT;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;No
4592-IWTJI;Female;Yes;No;DSL;Yes;No;No;No;No;No;No
4909-JOUPP;Male;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No
4657-FWVFY;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes
2257-BOVXD;Male;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Yes
7729-JTEEC;Male;Yes;Yes;DSL;No;No;No;No;No;No;Yes
7632-MNYOY;Male;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No
6518-LGAOV;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
7242-QZLXF;Male;No;No;DSL;No;No;No;No;No;No;Yes
4576-CSAJH;Male;No;Yes;DSL;No;Yes;No;Yes;No;No;Yes
1000-AJSLD;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
9696-RMYBA;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
8690-UPCZI;Male;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;No
1062-LHZOD;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes
9770-LXDBK;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4086-WITJG;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8344-WFMFH;Male;No;Yes;DSL;No;Yes;No;No;No;No;Yes
9600-NAXZN;Male;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes
8822-KNBHV;Female;No;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Yes
8404-FYDIB;Male;No;Yes;Fiber optic;Yes;Yes;No;No;No;No;Yes
2791-SFVEW;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6457-USBER;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes
6762-NSODU;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4662-EKDPQ;Male;No;Yes;DSL;No;No;No;No;No;Yes;No
9248-OJYKK;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
9888-ZCUMM;Male;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes
3398-FSHON;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes
3319-DWOEP;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
1074-WVEVG;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
9979-RGMZT;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes
6437-UDQJM;Female;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Yes
1226-IENZN;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes
2108-GLPQB;Male;Yes;Yes;DSL;No;No;Yes;No;No;No;No
9259-PACGQ;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;No
4415-IJZTP;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
1465-VINDH;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
5474-LAMUQ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3468-DRVQJ;Female;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;No
1122-YJBCS;Male;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Yes
4990-ALDGW;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4816-OKWNX;Male;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
3315-IKYZQ;Male;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;No
2810-FTLEM;Female;No;Yes;DSL;Yes;No;No;No;No;No;Yes
4747-LCAQL;Male;No;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes
3411-WLRSQ;Female;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
0898-XCGTF;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
8006-PYCSW;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8249-THVEC;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8722-PRFDV;Female;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;No
2164-SOQXL;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4020-KIUDI;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
5850-BDWCY;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
2038-YSEZE;Female;No;Yes;DSL;Yes;Yes;No;Yes;No;No;No
0827-ITJPH;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
8799-OXZMD;Female;No;No;DSL;No;No;Yes;No;No;No;Yes
1925-TIBLE;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
1705-GUHPV;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4779-ZGICK;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
0048-PIHNL;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
0818-OCPZO;Male;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
3967-KXAPS;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No
1447-GIQMR;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes
3704-IEAXF;Female;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;No
6810-VCAEX;Female;No;No;DSL;Yes;Yes;No;Yes;No;No;No
0674-EYYZV;Female;No;Yes;DSL;No;No;No;No;Yes;No;Yes
4480-MBMLB;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
1395-OFUWC;Male;Yes;No;DSL;No;Yes;No;No;No;No;No
0822-QGCXA;Female;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;No
0872-NXJYS;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes
2832-KJCRD;Female;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes
3588-WSTTJ;Female;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes
4075-WKNIU;Female;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;No
5090-EMGTC;Female;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes
2346-CZYIL;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3798-EPWRR;Female;No;Yes;DSL;No;No;No;No;No;No;No
6258-NGCNG;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4186-ZBUEW;Female;No;Yes;DSL;No;Yes;No;Yes;No;Yes;Yes
5274-XHAKY;Female;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Yes
1442-BQPVU;Female;No;No;DSL;No;Yes;No;No;No;No;No
3978-YNKDD;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
4940-KHCWD;Female;Yes;No;DSL;Yes;Yes;No;Yes;No;No;No
9412-ARGBX;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Yes
1389-CXMLU;Male;No;Yes;Fiber optic;No;No;Yes;No;Yes;No;No
9589-ABEPT;Male;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Yes
9388-ZEYVT;Male;No;No;DSL;No;No;Yes;Yes;No;Yes;No
0305-SQECB;Female;No;No;DSL;Yes;No;No;Yes;No;No;Yes
7605-SNLQG;Female;Yes;Yes;DSL;No;No;Yes;No;No;No;Yes
4670-TABXH;Male;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
5561-NWEVX;Female;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;No
0064-SUDOG;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8561-NMTBD;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
5161-XEUVX;Male;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;No
8292-FRFZQ;Female;No;No;DSL;Yes;Yes;No;Yes;No;No;No
8591-NXRCV;Female;No;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Yes
7895-VONWT;Female;No;No;DSL;No;No;Yes;No;Yes;Yes;Yes
4526-RMTLL;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;Yes
6253-GNHWH;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No
4566-NECEV;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;No
8080-POTJR;Female;No;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Yes
6906-MPARY;Male;No;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Yes
3662-FXJFO;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
8107-RZLNV;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
0516-OOHAR;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;No
2027-CWDNU;Male;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Yes
2737-WFVYW;Female;No;No;DSL;No;No;No;No;Yes;Yes;Yes
9912-OMZDS;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
3733-ZEECP;Male;Yes;Yes;DSL;No;No;No;Yes;No;No;Yes
7878-RTCZG;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
2452-MRMZF;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
2272-QAGFO;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
7103-IPXPJ;Male;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;No
4342-HFXWS;Female;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;No
3545-CNWRG;Female;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes
1785-BPHTP;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;No
4989-LIXVT;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Yes
7315-WYOAW;Male;No;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;No
1173-XZPYF;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;No;Yes
9850-OWRHQ;Female;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes
3768-NLUBH;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No
8676-TRMJS;Male;No;Yes;Fiber optic;No;No;No;No;No;No;No
2509-TFPJU;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
9530-GRMJG;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes
6898-RBTLU;Female;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;No
5481-NTDOH;Female;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Yes
2068-WWXQZ;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7359-SSBJK;Female;No;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Yes
2061-VVFST;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
0685-MLYYM;Female;No;Yes;Fiber optic;No;No;No;No;No;No;No
0749-IRGQE;Female;Yes;No;DSL;No;No;No;No;Yes;Yes;No
2380-DAMQP;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No
2256-YLYLP;Male;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes
1272-ILHFG;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
0164-XAIRP;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
5666-CYCYZ;Female;No;Yes;Fiber optic;No;No;No;Yes;No;Yes;Yes
4011-ARPHK;Male;No;Yes;DSL;Yes;No;No;No;No;No;No
8182-PNAGI;Male;No;Yes;DSL;No;No;No;Yes;No;No;No
6365-HITVU;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No
7558-IMLMT;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
9488-FYQAU;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
3590-TCXTB;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6994-KERXL;Male;No;Yes;DSL;No;No;No;No;No;Yes;Yes
7957-RYHQD;Female;No;Yes;Fiber optic;Yes;Yes;No;No;No;No;Yes
2180-DXNEG;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
1960-UOTYM;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;No
2740-JFBOK;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
6500-JVEGC;Male;No;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;No
5515-AKOAJ;Female;No;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes
8976-OQHGT;Female;Yes;Yes;DSL;No;Yes;No;Yes;No;No;No
5245-VDBUR;Female;Yes;No;DSL;Yes;No;Yes;No;No;No;No
6230-BSUXY;Female;No;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes
8469-SNFFH;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No
2144-ESWKO;Male;No;No;DSL;Yes;No;Yes;No;No;No;Yes
1241-FPMOF;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
9928-BZVLZ;Female;No;No;DSL;Yes;No;Yes;Yes;No;Yes;No
4114-QMKVN;Female;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;No
2775-SEFEE;Male;No;Yes;DSL;Yes;Yes;No;Yes;No;No;Yes
9003-CPATH;Male;No;Yes;Fiber optic;No;No;Yes;No;No;No;No
1754-GKYPY;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
5294-CDGWY;Male;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;No
7956-XQWGU;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
1591-MQJTP;Male;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Yes
5295-PCJOO;Male;No;Yes;DSL;Yes;No;No;No;No;No;Yes
2369-FEVNO;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
9863-JZAIC;Male;No;Yes;DSL;No;No;No;No;Yes;No;No
7471-MQPOS;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Yes
7660-HDPJV;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
5115-SQAAU;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
9845-QOMAD;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7672-VFMXZ;Male;Yes;Yes;DSL;Yes;No;No;Yes;No;No;No
9739-JLPQJ;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No
9916-AYHTC;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3855-ONCAR;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
1488-SYSFC;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
7931-PXHFC;Male;No;Yes;DSL;No;No;Yes;Yes;No;Yes;Yes
3990-QYKBE;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
0970-QXPXW;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3259-KNMRR;Male;No;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Yes
6120-RJKLU;Female;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes
9572-WUKSB;Male;Yes;No;DSL;No;No;No;Yes;No;No;Yes
5893-KCLGT;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
0076-LVEPS;Male;No;No;DSL;Yes;Yes;Yes;Yes;No;No;Yes
3640-JQGJG;Male;Yes;Yes;DSL;No;No;No;No;No;No;No
4919-MOAVT;Male;No;Yes;Fiber optic;No;No;No;No;No;No;No
1596-OQSPS;Female;No;Yes;DSL;No;Yes;No;No;No;No;No
9867-XOBQA;Female;No;No;DSL;Yes;Yes;Yes;Yes;Yes;No;No
9546-KDTRB;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3090-HAWSU;Male;No;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes
9820-RMCQV;Female;No;Yes;DSL;Yes;No;No;No;No;No;No
3174-RKMOW;Male;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes
1760-CAZHT;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7839-QRKXN;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
8441-SHIPE;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
5204-QZXPU;Male;No;No;DSL;No;No;Yes;No;Yes;No;Yes
4597-ELFTS;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
1320-GVNHT;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes
1047-RNXZV;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3541-ZNUHK;Female;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Yes
8450-JOVAH;Male;Yes;Yes;DSL;Yes;No;No;No;No;No;No
8725-JEDFD;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
7562-UXTPG;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
8071-SBTRN;Female;No;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes
1113-IUJYX;Female;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No
6668-CNMFP;Female;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Yes
5626-MGTUK;Female;No;Yes;Fiber optic;Yes;No;No;No;Yes;No;Yes
5681-LLOEI;Male;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;Yes
8212-DJRCH;Male;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Yes
4323-OHFOW;Female;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes
4933-BSAIP;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
2030-BTZRO;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
1116-DXXDF;Male;No;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Yes
9274-CNFMO;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;No
7758-XKCBS;Male;No;No;DSL;No;No;No;Yes;No;No;Yes
8992-JQYUN;Male;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Yes
6563-VNPMN;Female;No;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Yes
0617-AQNWT;Female;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;No
2267-WTPYD;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;No
0270-THENM;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No
2446-PLQVO;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
4707-MAXGU;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
2710-WYVXG;Female;No;Yes;DSL;Yes;Yes;No;Yes;No;Yes;No
3005-NFMTA;Male;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes
6300-BWMJX;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;No
8784-CGILN;Female;No;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes
5389-FFVKB;Male;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Yes
7009-LGECI;Female;No;Yes;DSL;Yes;No;No;No;No;No;Yes
8444-WRIDW;Female;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes
5022-KVDQT;Male;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes
7976-CICYS;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
1036-GUDCL;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes
2005-DWQZJ;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8148-WOCMK;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7815-PDTHL;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
9451-LPGOO;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes
9173-IVZVP;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
9129-UXERG;Female;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes
3635-JBPSG;Female;No;No;DSL;No;Yes;No;No;No;Yes;Yes
7964-ZRKKG;Male;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes
5868-YWPDW;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes
6229-LSCKB;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
2025-JKFWI;Male;No;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes
4078-SAYYN;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes
1724-IQWNM;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
8217-QYOHV;Male;No;Yes;DSL;Yes;No;No;Yes;No;No;Yes
5546-QUERU;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes
9940-HPQPG;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;No
6897-UUBNU;Male;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;No
6127-IYJOZ;Male;No;Yes;DSL;No;No;No;No;No;No;Yes
6618-RYATB;Female;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes
8930-XOTDP;Female;Yes;Yes;DSL;No;No;No;No;Yes;No;No
5916-QEWPT;Female;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;No
5060-TQUQN;Male;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Yes
0531-XBKMM;Male;No;Yes;DSL;Yes;Yes;No;Yes;No;No;No
8465-SBRXP;Male;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Yes
2408-PSJVE;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;No;No;Yes
9079-YEXQJ;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No
9700-ZCLOT;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
8738-JOKAR;Female;No;Yes;DSL;Yes;Yes;No;Yes;No;Yes;Yes
4534-WGCIR;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
1930-WNXSB;Male;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes
2685-SREOM;Female;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes
3508-CFVZL;Female;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No
0402-CQAJN;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes
6692-UDPJC;Female;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Yes
1273-MTETI;Female;No;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes
0657-DOGUM;Female;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Yes
5480-HPRRX;Female;No;No;DSL;No;No;No;No;No;No;No
8792-AOROI;Female;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;No
0295-PPHDO;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
5146-YYFRZ;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
1195-OIYEJ;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
5906-CVLHP;Female;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Yes
3452-SRFEG;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
4070-OKWVH;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;No
5297-MDOIR;Female;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Yes
6369-MCAKO;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes
4926-UMJZD;Female;Yes;Yes;DSL;No;No;No;Yes;No;No;Yes
6848-HJTXY;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
6341-AEVKX;Female;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes
4501-EQDRN;Female;No;Yes;Fiber optic;No;No;No;No;No;No;No
2990-HWIML;Female;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes
0682-USIXD;Female;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Yes
6976-BWGLQ;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
7078-NVFAM;Female;Yes;No;DSL;Yes;Yes;No;No;No;No;Yes
8065-QBYTO;Female;No;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Yes
2133-TSRRM;Female;No;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes
7384-GHBPI;Male;Yes;No;DSL;No;No;No;No;No;Yes;Yes
7603-USHJS;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes
7234-FECYN;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No
2511-ALLCS;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No
3191-CSNMG;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes
7952-OBOYL;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Yes
