customerID;gender;Partner;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;PaperlessBilling;Churn
9137-NOQKA;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5843-TTHGI;Female;No;Yes;DSL;No;No;Yes;No;No;No;Yes;No
1849-RJYIG;Female;No;Yes;DSL;Yes;No;No;No;Yes;No;Yes;No
8868-GAGIO;Male;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Yes;No
4061-UKJWL;Male;No;Yes;DSL;No;No;No;No;No;No;No;No
5380-XPJNZ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8263-QMNTJ;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
8178-EYZUO;Male;No;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Yes;Yes
3230-JCNZS;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Yes;No
0277-ORXQS;Male;Yes;No;DSL;No;No;No;Yes;Yes;Yes;No;No
5130-IEKQT;Male;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;No;Yes
3230-WYKIR;Male;No;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes;Yes
7996-BPXHY;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3227-WLKLI;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
0407-BDJKB;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes;Yes
2266-FUBDZ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8237-ULIXL;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9600-UDOPK;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
8216-AZUUZ;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;No
9153-BTBVV;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4074-SJFFA;Female;No;Yes;DSL;No;No;No;No;No;Yes;Yes;Yes
3269-ATYWD;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
5186-PEIZU;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1074-AMIOH;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;No
4910-GMJOT;Female;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
0354-WYROK;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes
4361-FEBGN;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7748-UMTRK;Female;No;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;No
0380-ZCSBI;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7145-FEJWU;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;No
6463-MVYRY;Female;No;Yes;DSL;Yes;No;Yes;Yes;Yes;No;No;No
3969-JQABI;Female;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Yes;No
9624-EGDEQ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1051-EQPZR;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5849-ASHZJ;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5780-INQIK;Female;No;Yes;DSL;No;No;No;Yes;No;No;No;No
7576-OYWBN;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
4526-ZJJTM;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;No;No
8384-FZBJK;Female;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;No
3750-RNQKR;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0962-CQPWQ;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3096-YXENJ;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;No
1265-BCFEO;Female;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes;No
5837-LXSDN;Female;Yes;Yes;DSL;No;Yes;No;No;Yes;No;Yes;No
5945-AZYHT;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes;No
8325-QRPZR;Female;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes;No
6384-VMJHP;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Yes;No
2262-SLNVK;Female;No;Yes;Fiber optic;No;No;No;No;No;No;No;No
7730-CLDSV;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Yes;No
1135-HIORI;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;No
0164-APGRB;Female;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
6481-ESCNL;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No;No
1790-NESIO;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
1550-EENBN;Female;No;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;No;No
5539-TMZLF;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
4323-SADQS;Male;Yes;No;DSL;Yes;No;No;Yes;No;No;Yes;Yes
4446-BZKHU;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;Yes
5202-IVJNU;Female;No;No;DSL;No;No;Yes;No;No;No;No;Yes
5976-JCJRH;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
8198-RKSZG;Female;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;No;No
0137-OCGAB;Female;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
3351-NQLDI;Female;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;Yes;Yes
9297-EONCV;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
7593-JNWRU;Male;Yes;Yes;DSL;No;No;No;No;No;No;Yes;Yes
4588-YBNIB;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;Yes
1069-QJOEE;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3336-JORSO;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes
7799-DSEWS;Male;No;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Yes;No
8766-PAFNE;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes;No
5315-CKEQK;Male;Yes;Yes;DSL;No;No;No;No;No;No;Yes;No
3130-ICDUP;Female;No;Yes;Fiber optic;Yes;No;No;No;No;No;No;No
0820-FNRNX;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;No;No;Yes;No
0880-FVFWF;Male;No;Yes;Fiber optic;Yes;Yes;No;No;No;No;Yes;No
4611-ANLQC;Female;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;No;No
4213-HKBJO;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2792-LSHWX;Female;No;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Yes;No
5028-GZLDO;Male;No;Yes;Fiber optic;No;No;No;No;No;No;No;Yes
0014-BMAQU;Male;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;Yes;No
6861-XWTWQ;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
9018-PCIOK;Female;No;Yes;DSL;No;Yes;Yes;No;No;Yes;Yes;No
4837-QUSFT;Female;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Yes;No
6877-TJMBR;Male;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Yes;Yes
9953-ZMKSM;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0907-HQNTS;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
7665-NKLAV;Female;Yes;No;DSL;Yes;No;Yes;Yes;No;No;No;No
6769-DCQLI;Male;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes
2433-KMEAS;Male;No;Yes;DSL;Yes;No;No;No;No;No;Yes;Yes
4391-LNRXK;Male;No;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Yes;No
8250-ZNGGW;Female;No;Yes;DSL;Yes;Yes;No;Yes;No;No;No;No
2195-ZRVAX;Female;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes;Yes
3550-SAHFP;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
2011-TRQYE;Male;No;No;DSL;No;Yes;Yes;No;No;No;Yes;Yes
8562-GHPPI;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5893-PYOLZ;Male;No;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes;No
4986-MXSFP;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
6131-FOYAS;Male;No;Yes;DSL;Yes;No;Yes;No;No;No;Yes;No
3027-YNWZU;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5609-IMCGG;Female;No;Yes;Fiber optic;Yes;No;Yes;No;No;No;Yes;No
4873-ILOLJ;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
4727-MCYZG;Male;No;Yes;DSL;No;No;No;No;No;Yes;No;No
9481-WHGWY;Female;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;No;No
2725-KXXWT;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
9565-DJPIB;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;No;Yes
4328-VUFWD;Female;No;Yes;DSL;No;No;No;Yes;No;Yes;No;No
3301-LSLWQ;Female;No;Yes;DSL;Yes;No;No;No;No;Yes;Yes;No
7473-ZBDSN;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3166-PNEOF;Female;No;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No;No
5639-NTUPK;Male;No;Yes;DSL;Yes;No;No;No;No;No;Yes;No
8780-YRMTT;Female;No;No;DSL;Yes;Yes;Yes;Yes;No;No;Yes;No
8348-HFYIV;Male;No;No;DSL;No;No;Yes;No;Yes;Yes;Yes;Yes
5140-FOMCQ;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes;No
6242-SGYTS;Male;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Yes;No
8166-ORCHU;Male;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;Yes;No
8414-OOEEL;Male;No;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes;No
8454-AATJP;Female;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No;No
6849-WLEYG;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
4659-NZRUF;Female;No;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Yes;Yes
4531-AUZNK;Female;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Yes;No
4191-XOVOM;Male;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;No;No
2150-OEGBV;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8429-XIBUM;Male;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes;Yes
1855-CFULU;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4878-BUNFV;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1872-EBWSC;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2608-BHKFN;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
7026-YMSBE;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7341-LXCAF;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
6997-UVGOX;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
9674-EHPPG;Male;Yes;No;DSL;Yes;No;Yes;Yes;No;No;No;No
9462-MJUAW;Male;No;Yes;DSL;No;No;No;No;No;No;No;Yes
8128-YVJRG;Female;No;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;Yes
5440-VHLUL;Male;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;No
5781-BKHOP;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;No;No
4283-FUTGF;Male;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes;Yes
5213-TWWJU;Male;No;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;No;No
1569-TTNYJ;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
8628-MFKAX;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
2397-BRLOM;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
7629-WIXZF;Female;No;Yes;DSL;Yes;No;No;No;No;Yes;Yes;No
5445-GLVOT;Female;No;Yes;DSL;Yes;No;No;No;No;No;Yes;No
3976-HXHCE;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2466-NEJOJ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0254-KCJGT;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Yes;No
5472-CVMDX;Female;No;No;DSL;Yes;No;Yes;Yes;No;No;No;No
6461-SZMCV;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
8150-QUDFX;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9508-ILZDG;Female;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Yes;No
2346-DJQTB;Female;No;No;DSL;No;No;No;No;No;No;No;No
1697-LYYYX;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1942-OQFRW;Male;No;Yes;DSL;No;No;No;No;No;No;No;No
4749-VFKVB;Female;No;Yes;DSL;No;No;No;No;No;No;Yes;Yes
9640-ZSLDC;Female;Yes;Yes;DSL;No;No;Yes;No;No;Yes;No;No
4231-LZUYM;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7598-UAASY;Male;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;No;Yes
7938-OUHIO;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes
8510-AWCXC;Female;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes;Yes
6128-AQBMT;Male;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;Yes;No
3594-BDSOA;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0431-APWVY;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
5133-VRSAB;Male;No;No;DSL;Yes;No;No;No;No;No;No;No
5996-DAOQL;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
6838-YAUVY;Female;No;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Yes;No
0484-JPBRU;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7883-ROJOC;Female;Yes;Yes;DSL;No;No;No;No;No;No;No;No
0244-LGNFY;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
7274-CGTOD;Male;No;No;DSL;Yes;Yes;Yes;Yes;No;No;Yes;No
4295-YURET;Female;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;Yes;No
3426-NIYYL;Male;No;Yes;DSL;No;No;No;No;No;No;No;Yes
8225-BTJAU;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
4635-EJYPD;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1866-ZSLJM;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4636-TVXVG;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4236-UJPWO;Female;No;No;DSL;No;No;No;No;No;No;No;No
9392-XBGTD;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3387-VATUS;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
6402-SSEJG;Female;No;No;DSL;Yes;Yes;Yes;No;Yes;Yes;No;No
1143-NMNQJ;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
1169-SAOCL;Male;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;No
1110-KYLGQ;Female;No;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;No;No
9929-PLVPA;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3518-PZXZQ;Female;Yes;Yes;DSL;No;No;No;No;Yes;No;Yes;No
2371-JUNGC;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7693-QPEFS;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
0924-BJCRC;Female;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;No;No
5074-FBGHB;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;No
2351-BKRZW;Female;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;No;No
4455-BFSPD;Female;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;No;No
0415-MOSGF;Female;No;Yes;DSL;No;No;No;No;No;No;No;Yes
1724-BQUHA;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
3948-KXDUF;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No;No
2323-ARSVR;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
0815-MFZGM;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;No
4826-XTSOH;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
5480-XTFFL;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8295-FHIVV;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
2495-INZWQ;Male;No;No;DSL;No;No;No;No;Yes;Yes;Yes;Yes
9086-YJYXS;Male;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;No;No
1179-INLAT;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7909-FIOIY;Female;Yes;No;DSL;No;No;No;No;No;No;Yes;No
4139-SUGLD;Male;Yes;No;DSL;Yes;No;No;Yes;No;No;No;Yes
6857-VWJDT;Female;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;No;Yes
6351-SCJKT;Male;No;No;DSL;Yes;No;Yes;Yes;No;No;No;No
5468-BPMMO;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5624-BQSSA;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
0197-PNKNK;Female;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;No;No
2439-QKJUL;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1194-SPVSP;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9534-NSXEM;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
2408-WITXK;Female;No;No;DSL;No;No;No;No;No;Yes;Yes;Yes
8929-KSWIH;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;No;No
2250-IVBWA;Male;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;No;No
1810-MVMAI;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;No;No
9506-UXUSK;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
1229-RCALF;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
3572-UOLYZ;Female;No;Yes;Fiber optic;No;No;Yes;Yes;No;No;Yes;No
1429-UYJSV;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5577-OTWWW;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
6100-QQHEB;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
6366-XIVKZ;Female;Yes;Yes;DSL;Yes;No;Yes;No;No;Yes;Yes;No
3470-OBUET;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;No;No
2770-NSVDG;Male;Yes;No;DSL;No;No;Yes;No;No;No;No;No
9375-MHRRS;Male;No;Yes;DSL;No;No;No;Yes;No;No;No;No
2634-HCZGT;Male;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Yes;Yes
7503-QQRVF;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
4860-YZGZM;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
6599-GZWCM;Female;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;No
2691-NZETQ;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
4404-HIBDJ;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No;Yes
5533-NHFRF;Male;No;No;DSL;No;Yes;No;Yes;No;Yes;Yes;No
7037-MTYVW;Male;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes;No
4760-THGOT;Female;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Yes;No
7295-JOMMD;Female;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes
4016-BJKTZ;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No;No
6584-VQMYT;Male;No;Yes;DSL;Yes;Yes;No;No;No;No;No;No
9838-BFCQT;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2790-XUYMV;Male;No;Yes;Fiber optic;Yes;Yes;No;No;No;No;Yes;No
0581-MDMPW;Female;No;Yes;Fiber optic;No;No;Yes;No;Yes;No;Yes;No
5013-SBUIH;Female;No;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes
1023-BQXZE;Male;No;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Yes;No
9163-GHAYE;Female;No;Yes;DSL;No;Yes;No;No;No;No;No;No
3904-UKFRE;Male;No;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;No
5353-WILCI;Female;No;Yes;DSL;Yes;Yes;No;No;No;No;No;No
0709-TVGUR;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
0058-EVZWM;Female;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Yes;No
6023-YEBUP;Male;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
7209-JCUDS;Male;No;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
7009-PCARS;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0519-DRGTI;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1017-FBQMM;Female;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;No
3001-CBHLQ;Male;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes
1985-MBRYP;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
6158-DWPZT;Male;Yes;No;DSL;No;No;No;No;No;No;No;Yes
9372-TXXPS;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;No;No
3259-QMXUN;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Yes;No
1015-JPFYW;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
6645-MXQJT;Male;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;No;No
4360-QRAVE;Male;No;No;DSL;No;Yes;Yes;No;No;No;No;No
8433-WPJTV;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;No
5804-JMYIO;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3763-GCZHZ;Male;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;Yes
6484-LATFU;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7599-NTMDP;Female;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;No;No
0772-GYEQQ;Male;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Yes;Yes
0536-ACXIP;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Yes;No
0936-NQLJU;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4831-EOBFE;Male;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;No;Yes
1575-KRZZE;Female;No;Yes;DSL;Yes;Yes;No;No;No;No;No;No
3251-YMVWZ;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4102-OQUPX;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
9170-GYZJC;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;No;Yes
4884-LEVMQ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
8857-CUPFQ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7610-TVOPG;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3638-DIMPH;Female;Yes;Yes;DSL;No;No;No;No;No;No;No;No
1845-ZLLIG;Male;No;Yes;DSL;No;Yes;No;No;No;No;Yes;No
8559-WNQZS;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3999-QGRJH;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
1699-UOTXU;Male;No;Yes;DSL;Yes;Yes;Yes;No;No;No;No;No
2454-RPBRZ;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes;Yes
0635-WKOLD;Male;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;No;No
